phish_id,url,phish_detail_url,submission_time,verified,verification_time,online,target
6439554,http://www.englishxtreme.ru/newtest/login,http://www.phishtank.com/phish_detail.php?phish_id=6439554,2020-03-08T15:01:49+00:00,yes,2020-03-08T15:08:41+00:00,yes,Other
6439553,http://w3gator.com/acc/ref/banks/cibc/ebm-mobile-app,http://www.phishtank.com/phish_detail.php?phish_id=6439553,2020-03-08T15:01:44+00:00,yes,2020-03-08T15:07:39+00:00,yes,Other
6439552,http://teluscell.com/directing/Simplii,http://www.phishtank.com/phish_detail.php?phish_id=6439552,2020-03-08T15:01:41+00:00,yes,2020-03-08T15:07:39+00:00,yes,Other
6439550,http://southern-autoparts.com/secure/cib-infinity.icicibank.co.in/NetbankingUpdateSession/Ret.userBANKAWAY,http://www.phishtank.com/phish_detail.php?phish_id=6439550,2020-03-08T15:01:33+00:00,yes,2020-03-08T15:07:39+00:00,yes,Other
6439549,https://ing.ingdirect.es.c1740338.ferozo.com/ID2154800000110/ING,http://www.phishtank.com/phish_detail.php?phish_id=6439549,2020-03-08T15:01:29+00:00,yes,2020-03-08T15:06:37+00:00,yes,Other
6439548,http://pumpumonfleek.xyz/gbh/dr,http://www.phishtank.com/phish_detail.php?phish_id=6439548,2020-03-08T15:01:23+00:00,yes,2020-03-08T15:06:37+00:00,yes,Other
6439547,http://nikhilkumark.com/.well-known/pki-validation/b09775718370c6971b8151c84a4b3505,http://www.phishtank.com/phish_detail.php?phish_id=6439547,2020-03-08T15:01:20+00:00,yes,2020-03-08T15:06:37+00:00,yes,Other
6439546,http://napau.cf/li/il/1caadf03ff0d16b2407babe34d44a903/,http://www.phishtank.com/phish_detail.php?phish_id=6439546,2020-03-08T15:01:16+00:00,yes,2020-03-08T15:06:37+00:00,yes,Other
6439545,http://napau.cf/li/il,http://www.phishtank.com/phish_detail.php?phish_id=6439545,2020-03-08T15:01:15+00:00,yes,2020-03-08T15:05:34+00:00,yes,Other
6439542,http://geographychatter.xyz/cramericanexpress/code0/americanexpress,http://www.phishtank.com/phish_detail.php?phish_id=6439542,2020-03-08T15:00:59+00:00,yes,2020-03-08T15:04:31+00:00,yes,Other
6439541,http://foundermeetup.top/file/onedri/one,http://www.phishtank.com/phish_detail.php?phish_id=6439541,2020-03-08T15:00:55+00:00,yes,2020-03-08T15:04:31+00:00,yes,Other
6439540,http://cashsbacks.xyz/mcisd/Drive1,http://www.phishtank.com/phish_detail.php?phish_id=6439540,2020-03-08T15:00:49+00:00,yes,2020-03-08T15:33:25+00:00,yes,Other
6439539,http://cajarural-ruralavia.com/SANT/f/b,http://www.phishtank.com/phish_detail.php?phish_id=6439539,2020-03-08T15:00:46+00:00,yes,2020-03-08T15:04:31+00:00,yes,Other
6439538,http://bilpet.co.uk/a,http://www.phishtank.com/phish_detail.php?phish_id=6439538,2020-03-08T15:00:42+00:00,yes,2020-03-08T15:03:28+00:00,yes,Other
6439536,http://advantagebuyacar.top/file/onedri/one,http://www.phishtank.com/phish_detail.php?phish_id=6439536,2020-03-08T15:00:33+00:00,yes,2020-03-08T15:03:28+00:00,yes,Other
6439535,http://account.activity.usaa.com-web.auth.secured.ru.champteks.us/usaa.account.activity,http://www.phishtank.com/phish_detail.php?phish_id=6439535,2020-03-08T15:00:29+00:00,yes,2020-03-08T15:02:26+00:00,yes,Other
6439534,http://zmnatc.cf/ChaseClean/Chase%20Clean/login/auth.php,http://www.phishtank.com/phish_detail.php?phish_id=6439534,2020-03-08T15:00:25+00:00,yes,2020-03-08T15:02:26+00:00,yes,Other
6439521,https://wdestaques13.a-liquidacao-imperdiveis-ate-durar-estoque.com/destaques/340/produto/134240667/smart-tv-led-43-samsung-43ru7100-ultra-hd-4k-com-conversor-digital-3-hdmi-2-usb-wi-fi-hdr-premium-controle-remoto-unico-e-bluetooth,http://www.phishtank.com/phish_detail.php?phish_id=6439521,2020-03-08T14:30:37+00:00,yes,2020-03-08T14:33:53+00:00,yes,Other
6439511,http://afterhourshealth.com/wp-admin/css/colors/blue/Dropbox/index_files/business.html,http://www.phishtank.com/phish_detail.php?phish_id=6439511,2020-03-08T14:07:12+00:00,yes,2020-03-08T14:32:51+00:00,yes,Other
6439510,https://www.aliexpressite.com/dengyuanqiancun/Chase/ax/4.php,http://www.phishtank.com/phish_detail.php?phish_id=6439510,2020-03-08T14:07:08+00:00,yes,2020-03-08T14:32:51+00:00,yes,Other
6439509,https://vos-comptes-en-ligne.fr/PayPal.com/paypapMobile/view/login.php?userid=,http://www.phishtank.com/phish_detail.php?phish_id=6439509,2020-03-08T14:07:03+00:00,yes,2020-03-08T14:31:48+00:00,yes,Other
6439508,https://paypal-unsuallysig.servebeer.com/us/signin,http://www.phishtank.com/phish_detail.php?phish_id=6439508,2020-03-08T14:06:58+00:00,yes,2020-03-08T14:31:48+00:00,yes,Other
6439504,http://teluscell.com/directing/Simplii/,http://www.phishtank.com/phish_detail.php?phish_id=6439504,2020-03-08T14:06:42+00:00,yes,2020-03-08T14:30:45+00:00,yes,Other
6439503,http://teluscell.com/directing/Simplii/details.htm,http://www.phishtank.com/phish_detail.php?phish_id=6439503,2020-03-08T14:06:38+00:00,yes,2020-03-08T14:30:45+00:00,yes,Other
6439502,http://teluscell.com/directing/www.cibc.mobi/ebm-mobile-anp/accountConfirm.php,http://www.phishtank.com/phish_detail.php?phish_id=6439502,2020-03-08T14:06:34+00:00,yes,2020-03-08T14:30:45+00:00,yes,Other
6439500,http://teluscell.com/directing/desjardins/identifiantunique/questions.php,http://www.phishtank.com/phish_detail.php?phish_id=6439500,2020-03-08T14:06:26+00:00,yes,2020-03-08T14:29:42+00:00,yes,Other
6439499,http://teluscell.com/directing/desjardins/identifiantunique/indentification.php,http://www.phishtank.com/phish_detail.php?phish_id=6439499,2020-03-08T14:06:22+00:00,yes,2020-03-08T14:29:42+00:00,yes,Other
6439495,http://m.facebook.com-check-3564159642.kranti-india.org/,http://www.phishtank.com/phish_detail.php?phish_id=6439495,2020-03-08T14:06:04+00:00,yes,2020-03-08T14:28:40+00:00,yes,Other
6439494,http://coachsaleonline.com/Chase/ax/index.html,http://www.phishtank.com/phish_detail.php?phish_id=6439494,2020-03-08T14:06:00+00:00,yes,2020-03-08T14:28:40+00:00,yes,Other
6439493,http://coachsaleonline.com/Chase,http://www.phishtank.com/phish_detail.php?phish_id=6439493,2020-03-08T14:05:59+00:00,yes,2020-03-08T14:27:38+00:00,yes,Other
6439491,https://mail.recetas.info.ve/wp-content/plugins/lijyjas/access,http://www.phishtank.com/phish_detail.php?phish_id=6439491,2020-03-08T14:05:55+00:00,yes,2020-03-08T14:27:38+00:00,yes,Other
6439490,http://m.facebook.com-check-7784434131.kranti-india.org/,http://www.phishtank.com/phish_detail.php?phish_id=6439490,2020-03-08T14:05:51+00:00,yes,2020-03-08T14:26:35+00:00,yes,Other
6439487,https://mail.nov1984.org/cobac/wpm.html,http://www.phishtank.com/phish_detail.php?phish_id=6439487,2020-03-08T14:05:39+00:00,yes,2020-03-08T14:26:36+00:00,yes,Other
6439486,http://recetas.sofguar.com.ve/wp-content/plugins/lijyjas/access/final.htm,http://www.phishtank.com/phish_detail.php?phish_id=6439486,2020-03-08T14:05:35+00:00,yes,2020-03-08T14:25:33+00:00,yes,Other
6439484,http://recetas.sofguar.com.ve/wp-content/plugins/lijyjas/access/log.htm,http://www.phishtank.com/phish_detail.php?phish_id=6439484,2020-03-08T14:05:30+00:00,yes,2020-03-08T14:25:33+00:00,yes,Other
6439483,http://artofwhiteness.net/verify/ZipRecruiter.html,http://www.phishtank.com/phish_detail.php?phish_id=6439483,2020-03-08T14:05:27+00:00,yes,2020-03-08T14:25:33+00:00,yes,Other
6439482,http://butwhatiwasthinking.org/vivreau/onedrive-drive/,http://www.phishtank.com/phish_detail.php?phish_id=6439482,2020-03-08T14:05:23+00:00,yes,2020-03-08T14:24:30+00:00,yes,Other
6439481,http://getupandthrivemaine.com/Ok/OurTime%202019/,http://www.phishtank.com/phish_detail.php?phish_id=6439481,2020-03-08T14:05:19+00:00,yes,2020-03-08T14:24:30+00:00,yes,Other
6439480,http://getupandthrivemaine.com/mercy/OurTime%202019/,http://www.phishtank.com/phish_detail.php?phish_id=6439480,2020-03-08T14:05:16+00:00,yes,2020-03-08T14:24:30+00:00,yes,Other
6439479,http://getupandthrivemaine.com/v3/Ourtime/ourtime.php,http://www.phishtank.com/phish_detail.php?phish_id=6439479,2020-03-08T14:05:12+00:00,yes,2020-03-08T14:23:28+00:00,yes,Other
6439478,http://getupandthrivemaine.com/nnn/Ourtime/ourtime.php,http://www.phishtank.com/phish_detail.php?phish_id=6439478,2020-03-08T14:05:08+00:00,yes,2020-03-08T14:23:28+00:00,yes,Other
6439477,http://rethinkacademics.com/godaddy/One_Drive_2019/ott/,http://www.phishtank.com/phish_detail.php?phish_id=6439477,2020-03-08T14:05:04+00:00,yes,2020-03-08T14:23:28+00:00,yes,Other
6439475,http://ankepan.co/pl/validation/,http://www.phishtank.com/phish_detail.php?phish_id=6439475,2020-03-08T14:04:56+00:00,yes,2020-03-08T14:22:25+00:00,yes,Other
6439474,http://sparksfirehousedeli.com/file/review/,http://www.phishtank.com/phish_detail.php?phish_id=6439474,2020-03-08T14:04:52+00:00,yes,2020-03-08T14:22:25+00:00,yes,Other
6439473,http://sparksfirehousedeli.com/file/review,http://www.phishtank.com/phish_detail.php?phish_id=6439473,2020-03-08T14:04:51+00:00,yes,2020-03-08T14:22:25+00:00,yes,Other
6439471,http://internationalmusiclovers.com/image/wt/sign-in/wt.php,http://www.phishtank.com/phish_detail.php?phish_id=6439471,2020-03-08T14:04:43+00:00,yes,2020-03-08T14:21:23+00:00,yes,Other
6439468,http://saygdaytours.com.au/onset/inset/redi.php,http://www.phishtank.com/phish_detail.php?phish_id=6439468,2020-03-08T14:04:32+00:00,yes,2020-03-08T14:20:21+00:00,yes,Other
6439466,http://help-unicredit-bullbank.hastrips.com/43FG42343FH32H23/Protected/23F2GHF324H3/SecureCode.html,http://www.phishtank.com/phish_detail.php?phish_id=6439466,2020-03-08T14:04:23+00:00,yes,2020-03-09T05:58:30+00:00,yes,Other
6439464,http://cajarural-ruralavia.com/SANT/f/b/,http://www.phishtank.com/phish_detail.php?phish_id=6439464,2020-03-08T14:04:16+00:00,yes,2020-03-08T14:20:21+00:00,yes,Other
6439463,http://advantagebuyacar.top/file/onedri/one/,http://www.phishtank.com/phish_detail.php?phish_id=6439463,2020-03-08T14:04:11+00:00,yes,2020-03-08T14:19:18+00:00,yes,Other
6439462,http://foundermeetup.top/file/onedri/one/,http://www.phishtank.com/phish_detail.php?phish_id=6439462,2020-03-08T14:04:07+00:00,yes,2020-03-08T14:19:18+00:00,yes,Other
6439461,http://spotcashforcreditcards.xyz/americancardssupdt/index.php?verify=173-4123834-5883839&_encoding=UTF8&openid.assoc_handle=usflex&openid.claimed_id=http://specs.openid.net/auth/2.0/identifier_select&openid.identity=http://specs.openid.net/auth/2.0/identifier_select&openid.mode=checkid_setup&openid.ns=http://specs.openid.net/auth/2.0&openid.ns.pape=http://specs.openid.net/extensions/pape/1.0&openid.pape.max_auth_age=0&ref_=nav_custrec_signin,http://www.phishtank.com/phish_detail.php?phish_id=6439461,2020-03-08T14:04:04+00:00,yes,2020-03-09T05:58:46+00:00,yes,Other
6439460,http://spotcashforcreditcards.xyz/americancardssupdt/index.php,http://www.phishtank.com/phish_detail.php?phish_id=6439460,2020-03-08T14:04:02+00:00,yes,2020-03-09T05:58:49+00:00,yes,Other
6439459,http://cashsbacks.xyz/mcisd/Drive1/,http://www.phishtank.com/phish_detail.php?phish_id=6439459,2020-03-08T14:03:56+00:00,yes,2020-03-08T15:41:40+00:00,yes,Other
6439457,http://geographychatter.xyz/cramericanexpress/code0/americanexpress/,http://www.phishtank.com/phish_detail.php?phish_id=6439457,2020-03-08T14:03:51+00:00,yes,2020-03-08T14:19:18+00:00,yes,Other
6439456,http://pumpumonfleek.xyz/gbh/dr/,http://www.phishtank.com/phish_detail.php?phish_id=6439456,2020-03-08T14:03:46+00:00,yes,2020-03-08T14:18:15+00:00,yes,Other
6439455,http://napau.cf/li/il/4c5f4da23a3cfb8db4926dd1d15b2816/,http://www.phishtank.com/phish_detail.php?phish_id=6439455,2020-03-08T14:03:42+00:00,yes,2020-03-08T14:18:15+00:00,yes,Other
6439454,http://napau.cf/li/il/,http://www.phishtank.com/phish_detail.php?phish_id=6439454,2020-03-08T14:03:41+00:00,yes,2020-03-08T14:18:15+00:00,yes,Other
6439453,http://yallasoftware.com/baljhg/,http://www.phishtank.com/phish_detail.php?phish_id=6439453,2020-03-08T14:03:37+00:00,yes,2020-03-08T14:17:13+00:00,yes,Other
6439448,http://podsystem.info/surviver/Ourtime/ourtime.php,http://www.phishtank.com/phish_detail.php?phish_id=6439448,2020-03-08T14:03:22+00:00,yes,2020-03-08T14:17:13+00:00,yes,Other
6439447,http://rangpiya.ga/Ourtime/Ourtime/ourtime.php,http://www.phishtank.com/phish_detail.php?phish_id=6439447,2020-03-08T14:03:16+00:00,yes,2020-03-08T14:16:10+00:00,yes,Other
6439446,http://rangpiya.ga/mikee/Ourtime/ourtime.php,http://www.phishtank.com/phish_detail.php?phish_id=6439446,2020-03-08T14:03:11+00:00,yes,2020-03-08T14:16:10+00:00,yes,Other
6439445,http://sebtians.gq/zoosk.admin/zooskl/index2.html,http://www.phishtank.com/phish_detail.php?phish_id=6439445,2020-03-08T14:03:08+00:00,yes,2020-03-08T14:16:10+00:00,yes,Other
6439444,http://saliconvals.org/traylorelectric/box/,http://www.phishtank.com/phish_detail.php?phish_id=6439444,2020-03-08T14:03:03+00:00,yes,2020-03-08T14:15:07+00:00,yes,Other
6439442,http://rslaeshes.cf/realone/v4/ourtime.php,http://www.phishtank.com/phish_detail.php?phish_id=6439442,2020-03-08T14:02:56+00:00,yes,2020-03-08T14:15:07+00:00,yes,Other
6439440,http://stardewvals.org/King/YahooNewPageAugust2015/Yahoo%20-%20login.html,http://www.phishtank.com/phish_detail.php?phish_id=6439440,2020-03-08T14:02:48+00:00,yes,2020-03-08T14:14:04+00:00,yes,Other
6439439,http://stardewvals.org/Kingpin/Onedriveswillet/Onedrives/Onedrive1/,http://www.phishtank.com/phish_detail.php?phish_id=6439439,2020-03-08T14:02:44+00:00,yes,2020-03-08T14:14:04+00:00,yes,Other
6439438,http://www.napau.cf/li/il/6f27445936bbd6209af7f0b7f72306ef/next.php?log=1&amp;Type=acctType=USERNAME=&amp;v_eurl=https://www.discovercard.com/discover/loginlogout/login,http://www.phishtank.com/phish_detail.php?phish_id=6439438,2020-03-08T14:02:39+00:00,yes,2020-03-08T14:13:00+00:00,yes,Other
6439437,http://www.napau.cf/li/il/6f27445936bbd6209af7f0b7f72306ef/,http://www.phishtank.com/phish_detail.php?phish_id=6439437,2020-03-08T14:02:34+00:00,yes,2020-03-08T14:13:00+00:00,yes,Other
6439436,http://www.southern-autoparts.com/secure/cib-infinity.icicibank.co.in/NetbankingUpdateSession/Ret.userBANKAWAY/details.html,http://www.phishtank.com/phish_detail.php?phish_id=6439436,2020-03-08T14:02:30+00:00,yes,2020-03-08T14:13:01+00:00,yes,Other
6439433,http://account.activity.usaa.com-web.auth.secured.ru.champteks.us/usaa.account.activity/,http://www.phishtank.com/phish_detail.php?phish_id=6439433,2020-03-08T14:02:22+00:00,yes,2020-03-08T14:11:57+00:00,yes,Other
6439432,https://vos-comptes-en-ligne.fr/PayPal.com/bdbce87e45dfa300c6705e7c8ad00407/view/login.php?userid=,http://www.phishtank.com/phish_detail.php?phish_id=6439432,2020-03-08T14:02:17+00:00,yes,2020-03-08T14:11:57+00:00,yes,Other
6439431,https://vos-comptes-en-ligne.fr/PayPal.com/b603ffd043458e541a04a886166a11ac/view/login.php?userid=,http://www.phishtank.com/phish_detail.php?phish_id=6439431,2020-03-08T14:02:14+00:00,yes,2020-03-08T14:10:54+00:00,yes,Other
6439430,https://tinyurl.com/rygohkl,http://www.phishtank.com/phish_detail.php?phish_id=6439430,2020-03-08T14:02:12+00:00,yes,2020-03-08T14:10:54+00:00,yes,Other
6439429,http://hlamarketingservices.com/UQAMENDMENT/,http://www.phishtank.com/phish_detail.php?phish_id=6439429,2020-03-08T14:02:00+00:00,yes,2020-03-08T14:10:54+00:00,yes,Other
6439428,http://bulbankonline.modernstudioart.com/bu/account/alert.php,http://www.phishtank.com/phish_detail.php?phish_id=6439428,2020-03-08T14:01:56+00:00,yes,2020-03-08T14:10:54+00:00,yes,Other
6439427,https://samkantor.com.ua/wp-includes/Text/query.2882.omain.email1073/250008896989.html,http://www.phishtank.com/phish_detail.php?phish_id=6439427,2020-03-08T14:01:53+00:00,yes,2020-03-09T05:40:35+00:00,yes,"eBay, Inc."
6439426,http://www.englishxtreme.ru/newtest/login/,http://www.phishtank.com/phish_detail.php?phish_id=6439426,2020-03-08T14:01:52+00:00,yes,2020-03-08T14:09:50+00:00,yes,Other
6439425,http://w3gator.com/acc/ref/banks/cibc/ebm-mobile-app/,http://www.phishtank.com/phish_detail.php?phish_id=6439425,2020-03-08T14:01:48+00:00,yes,2020-03-08T14:09:50+00:00,yes,Other
6439423,http://neutropacks.tk/keystonewalls/box,http://www.phishtank.com/phish_detail.php?phish_id=6439423,2020-03-08T14:01:44+00:00,yes,2020-03-08T14:08:47+00:00,yes,Other
6439422,http://mail.cjchoteis.com.br/.well-known/acme-challenge/Cache/log.htm,http://www.phishtank.com/phish_detail.php?phish_id=6439422,2020-03-08T14:01:40+00:00,yes,2020-03-08T14:08:48+00:00,yes,Other
6439420,http://spartanlandsurveying.com/upe,http://www.phishtank.com/phish_detail.php?phish_id=6439420,2020-03-08T14:01:36+00:00,yes,2020-03-08T14:08:48+00:00,yes,Other
6439421,http://spartanlandsurveying.com/upe/,http://www.phishtank.com/phish_detail.php?phish_id=6439421,2020-03-08T14:01:36+00:00,yes,2020-03-08T14:08:48+00:00,yes,Other
6439419,http://neosmartbolivia.com/verification/wellsfargo_bank/jm5ztu=/tfhnme=/wjjogm=/,http://www.phishtank.com/phish_detail.php?phish_id=6439419,2020-03-08T14:01:32+00:00,yes,2020-03-08T14:07:45+00:00,yes,Other
6439418,http://neosmartbolivia.com/verification/wellsfargo_bank/jm5ztu=/tfhnme=/wjjogm=,http://www.phishtank.com/phish_detail.php?phish_id=6439418,2020-03-08T14:01:31+00:00,yes,2020-03-08T14:07:45+00:00,yes,Other
6439417,https://www.cjchoteis.wdcom.host/.well-known/acme-challenge/Cache/final.htm,http://www.phishtank.com/phish_detail.php?phish_id=6439417,2020-03-08T14:01:28+00:00,yes,2020-03-08T15:42:42+00:00,yes,Other
6439416,https://www.cjchoteis.wdcom.host/.well-known/acme-challenge/Cache/access.php,http://www.phishtank.com/phish_detail.php?phish_id=6439416,2020-03-08T14:01:27+00:00,yes,2020-03-08T15:43:45+00:00,yes,Other
6439415,https://www.cjchoteis.wdcom.host/.well-known/acme-challenge/Cache/log.htm,http://www.phishtank.com/phish_detail.php?phish_id=6439415,2020-03-08T14:01:24+00:00,yes,2020-03-08T15:43:45+00:00,yes,Other
6439414,http://www.cjchoteis.wdcom.host/.well-known/acme-challenge/Cache/,http://www.phishtank.com/phish_detail.php?phish_id=6439414,2020-03-08T14:01:20+00:00,yes,2020-03-08T15:42:43+00:00,yes,Other
6439412,http://cjchoteis.wdcom.host/.well-known/acme-challenge/Cache/access.php,http://www.phishtank.com/phish_detail.php?phish_id=6439412,2020-03-08T14:01:16+00:00,yes,2020-03-08T14:06:42+00:00,yes,Other
6439413,http://cjchoteis.wdcom.host/.well-known/acme-challenge/Cache/final.htm,http://www.phishtank.com/phish_detail.php?phish_id=6439413,2020-03-08T14:01:16+00:00,yes,2020-03-08T14:06:42+00:00,yes,Other
6439411,https://www.dofus-work.com/fr/mmorpg/dofus/fesaris/,http://www.phishtank.com/phish_detail.php?phish_id=6439411,2020-03-08T14:01:15+00:00,yes,2020-03-08T14:06:42+00:00,yes,Other
6439409,http://cjchoteis.wdcom.host/.well-known/acme-challenge/Cache/log.htm,http://www.phishtank.com/phish_detail.php?phish_id=6439409,2020-03-08T14:01:12+00:00,yes,2020-03-08T14:05:40+00:00,yes,Other
6439407,http://www.cjchoteis.wdcom.host/.well-known/acme-challenge/Cache/access.php,http://www.phishtank.com/phish_detail.php?phish_id=6439407,2020-03-08T14:01:08+00:00,yes,2020-03-08T15:42:43+00:00,yes,Other
6439408,http://www.cjchoteis.wdcom.host/.well-known/acme-challenge/Cache/final.htm,http://www.phishtank.com/phish_detail.php?phish_id=6439408,2020-03-08T14:01:08+00:00,yes,2020-03-08T15:42:43+00:00,yes,Other
6439406,http://www.cjchoteis.wdcom.host/.well-known/acme-challenge/Cache/log.htm,http://www.phishtank.com/phish_detail.php?phish_id=6439406,2020-03-08T14:01:04+00:00,yes,2020-03-08T15:42:43+00:00,yes,Other
6439405,https://notif6066427269azp1nrefidzvbx2sfudz961624626.r22ke2kt82nx93m3dwvwqq57.xyz/JhnLPd4FXFaJw6KCVz5kLHehLdnVdcZumKTsCPjB3XgtEaSyvGKxXn744VWjSzuUb98T8JQW/Sign_in_or_Register_eBay.php,http://www.phishtank.com/phish_detail.php?phish_id=6439405,2020-03-08T14:01:02+00:00,yes,2020-03-09T05:57:00+00:00,yes,"eBay, Inc."
6439403,http://cjchoteis.wdcom.host/.well-known/acme-challenge/Cache,http://www.phishtank.com/phish_detail.php?phish_id=6439403,2020-03-08T14:01:00+00:00,yes,2020-03-08T14:04:37+00:00,yes,Other
6439404,http://cjchoteis.wdcom.host/.well-known/acme-challenge/Cache/,http://www.phishtank.com/phish_detail.php?phish_id=6439404,2020-03-08T14:01:00+00:00,yes,2020-03-08T14:05:40+00:00,yes,Other
6439401,http://www.recetas.sofguar.com.ve/wp-content/plugins/lijyjas/access/access.php,http://www.phishtank.com/phish_detail.php?phish_id=6439401,2020-03-08T14:00:56+00:00,yes,2020-03-08T14:04:37+00:00,yes,Other
6439402,http://www.recetas.sofguar.com.ve/wp-content/plugins/lijyjas/access/final.htm,http://www.phishtank.com/phish_detail.php?phish_id=6439402,2020-03-08T14:00:56+00:00,yes,2020-03-08T14:04:37+00:00,yes,Other
6439398,https://om3sto.com/hm/home/7cd7b76d65597484cba7b5158f18a57d/login.php?cmd=login_submit&amp;id=11f9be085bf4e07e919e5c8c239d67c811f9be085bf4e07e919e5c8c239d67c8&amp;session=11f9be085bf4e07e919e5c8c239d67c811f9be085bf4e07e919e5c8c239d67c8,http://www.phishtank.com/phish_detail.php?phish_id=6439398,2020-03-08T14:00:41+00:00,yes,2020-03-08T14:03:34+00:00,yes,Other
6439396,https://mertzrest.buzz/738379289393/7309090390048937897399803,http://www.phishtank.com/phish_detail.php?phish_id=6439396,2020-03-08T14:00:38+00:00,yes,2020-03-08T14:02:31+00:00,yes,Other
6439397,https://mertzrest.buzz/738379289393/7309090390048937897399803/0f17c3f431a12ae39c8349a9385dbed8/,http://www.phishtank.com/phish_detail.php?phish_id=6439397,2020-03-08T14:00:38+00:00,yes,2020-03-08T14:03:34+00:00,yes,Other
6439395,https://healthyandfitnesspro.com/wp-includes/blocks/ppl/signin/myaccount/identity/?cmd=_session=&amp;dispatch=8d62a41d3775abd0e75e7db4942d5adf96d47d07,http://www.phishtank.com/phish_detail.php?phish_id=6439395,2020-03-08T14:00:33+00:00,yes,2020-03-08T14:02:31+00:00,yes,Other
6439391,https://atualizacaodigital.ru/,http://www.phishtank.com/phish_detail.php?phish_id=6439391,2020-03-08T14:00:24+00:00,yes,2020-03-08T14:01:28+00:00,yes,Other
6439390,https://notif6796698639ddel4refido1d6kvs6ek520823217.ecbberxlfwvamcbhd6xequ3q.xyz/JhnLPd4FXFaJw6KCVz5kLHehLdnVdcZumKTsCPjB3XgtEaSyvGKxXn744VWjSzuUb98T8JQW/Sign_in_or_Register_eBay.php,http://www.phishtank.com/phish_detail.php?phish_id=6439390,2020-03-08T13:59:02+00:00,yes,2020-03-09T05:56:56+00:00,yes,"eBay, Inc."
6439389,http://www.ethoscoffee.com.au/wp-content/plugins/fusion-core/images/img/map/?rxt=bWx4QHRlbGtvbXNhLm5ldA==,http://www.phishtank.com/phish_detail.php?phish_id=6439389,2020-03-08T13:47:40+00:00,yes,2020-03-08T15:13:54+00:00,yes,"ABSA Bank"
6439387,https://dofus.boutique/fr/mmorpg/dofus/mesavir/,http://www.phishtank.com/phish_detail.php?phish_id=6439387,2020-03-08T13:43:17+00:00,yes,2020-03-08T13:45:10+00:00,yes,Other
6439361,http://bit.ly/3axsUA9,http://www.phishtank.com/phish_detail.php?phish_id=6439361,2020-03-08T13:12:47+00:00,yes,2020-03-08T13:14:17+00:00,yes,Other
6439362,https://eeportal.cc/,http://www.phishtank.com/phish_detail.php?phish_id=6439362,2020-03-08T13:12:47+00:00,yes,2020-03-08T13:14:17+00:00,yes,Other
6439355,https://emailverificationupdates.yolasite.com/,http://www.phishtank.com/phish_detail.php?phish_id=6439355,2020-03-08T13:11:47+00:00,yes,2020-03-09T05:56:51+00:00,yes,Other
6439341,https://azizigrand.prelaunch.ae/,http://www.phishtank.com/phish_detail.php?phish_id=6439341,2020-03-08T13:03:28+00:00,yes,2020-03-08T13:44:08+00:00,yes,Other
6439337,http://azizirealestates.com/,http://www.phishtank.com/phish_detail.php?phish_id=6439337,2020-03-08T13:03:07+00:00,yes,2020-03-08T13:47:14+00:00,yes,Other
6439334,http://pukhtanadanichup.com/chase/login.php?cmd=3Dlogin_submit&amp;id=3D11b1a=,http://www.phishtank.com/phish_detail.php?phish_id=6439334,2020-03-08T13:01:18+00:00,yes,2020-03-08T13:04:58+00:00,yes,Other
6439332,https://pukhtanadanichup.com/chase/login.php?cmd=3Dlogin_submit&amp;id=3D11b1a=,http://www.phishtank.com/phish_detail.php?phish_id=6439332,2020-03-08T13:01:11+00:00,yes,2020-03-08T13:03:55+00:00,yes,Other
6439330,http://nikhilkumark.com/.well-known/pki-validation/b09775718370c6971b8151c84a4b3505/,http://www.phishtank.com/phish_detail.php?phish_id=6439330,2020-03-08T13:01:04+00:00,yes,2020-03-08T13:03:55+00:00,yes,Other
6439329,http://nikhilkumark.com/.well-known/pki-validation/228e5a5a72b9738be0e7ab0104802756,http://www.phishtank.com/phish_detail.php?phish_id=6439329,2020-03-08T13:01:00+00:00,yes,2020-03-08T13:03:55+00:00,yes,Other
6439327,http://nikhilkumark.com/.well-known/pki-validation/0aab113de769f738c67e89ccfd5f2936,http://www.phishtank.com/phish_detail.php?phish_id=6439327,2020-03-08T13:00:56+00:00,yes,2020-03-08T13:02:52+00:00,yes,Other
6439328,http://nikhilkumark.com/.well-known/pki-validation/0aab113de769f738c67e89ccfd5f2936/,http://www.phishtank.com/phish_detail.php?phish_id=6439328,2020-03-08T13:00:56+00:00,yes,2020-03-08T13:02:52+00:00,yes,Other
6439326,http://nikhilkumark.com/.well-known/pki-validation/,http://www.phishtank.com/phish_detail.php?phish_id=6439326,2020-03-08T13:00:51+00:00,yes,2020-03-08T13:02:52+00:00,yes,Other
6439325,https://mail.universityofdelaware.buzz/,http://www.phishtank.com/phish_detail.php?phish_id=6439325,2020-03-08T13:00:45+00:00,yes,2020-03-08T13:02:52+00:00,yes,Other
6439322,http://kamerdblantion.com/rbc/cgi-bin/rbaccess/,http://www.phishtank.com/phish_detail.php?phish_id=6439322,2020-03-08T13:00:34+00:00,yes,2020-03-08T13:01:49+00:00,yes,Other
6439321,http://nikhilkumark.com/.well-known/pki-validation/228e5a5a72b9738be0e7ab0104802756/,http://www.phishtank.com/phish_detail.php?phish_id=6439321,2020-03-08T13:00:30+00:00,yes,2020-03-08T13:01:49+00:00,yes,Other
